email,company,region,country,agent_type,priority_tier,contact_role,status,trigger_segment,last_contact,notes
yacht@coastalluxury.in,Coastal Luxury Yachts,AO,India,LUXURY_CONCIERGE,A,Yacht Charter,unverified,prestige_ao_luxury,,Neha Reddy | +91-9888901234
discretion@confidentialindia.in,Confidential Travel India,AO,India,LUXURY_CONCIERGE,A,Discretion Lead,unverified,prestige_ao_luxury,,Arjun Malhotra | +91-9899012345
corporate@boardindia.in,Board Retreats India,AO,India,LUXURY_CONCIERGE,A,Corporate Strategy,unverified,prestige_ao_corporate,,Sunita Gupta | +91-9800123456
passion@wildlifeindia.in,Wildlife Luxury India,AO,India,LUXURY_CONCIERGE,A,Adventure Curator,unverified,prestige_ao_passion,,Rohan Singh | +91-9811234567
luxury@artindia.in,Art Collection India,AO,India,LUXURY_CONCIERGE,A,Art Travel Specialist,unverified,prestige_ao_luxury,,Kavita Desai | +91-9822345678
private@familyofficeindia.in,Family Office India,AO,India,LUXURY_CONCIERGE,A,Family Office Liaison,unverified,prestige_ao_luxury,,Vikram Oberoi | +91-9833456789
crypto@web3india.in,Web3 Luxury India,AO,India,LUXURY_CONCIERGE,A,Crypto Concierge,unverified,prestige_ao_tech,,Aryan Kapoor | +91-9844567890
albert.j@redappletravel.com,Red Apple Travel (Singapore),AO,Singapore,SEA_DMC,A,Sr. Exec. DMC,unverified,prestige_ao_sea,,Albert J. | +65-86848694
danny.phan@flightcentre.com.sg,Flight Centre (Singapore),AO,Singapore,SEA_DMC,A,Travel Agent,unverified,prestige_ao_sea,,Danny Phan | +65-81801413
luxury@singaporeconcierge.sg,Singapore Luxury Concierge,AO,Singapore,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_ao_luxury,,Michelle Tan | +65-91234567
private@marinabayluxury.sg,Marina Bay Luxury Travel,AO,Singapore,LUXURY_CONCIERGE,A,Private Travel Curator,unverified,prestige_ao_luxury,,David Lim | +65-92345678
vip@sentosaluxury.sg,Sentosa Luxury Retreats,AO,Singapore,LUXURY_CONCIERGE,A,VIP Services,unverified,prestige_ao_luxury,,Sarah Wong | +65-93456789
estates@orchardluxury.sg,Orchard Luxury Estates,AO,Singapore,LUXURY_CONCIERGE,A,Estate Curator,unverified,prestige_ao_luxury,,James Tan | +65-94567890
wellness@spaluxury.sg,Spa Luxury Singapore,AO,Singapore,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_ao_wellness,,Dr. Lisa Chen | +65-95678901
privatejet@asiajet.sg,Asia Jet Private,AO,Singapore,LUXURY_CONCIERGE,A,Private Aviation,unverified,prestige_ao_luxury,,Michael Ng | +65-96789012
yacht@marinaluxury.sg,Marina Luxury Yachts,AO,Singapore,LUXURY_CONCIERGE,A,Yacht Charter,unverified,prestige_ao_luxury,,Amanda Lee | +65-97890123
corporate@boardsg.sg,Board Retreats Singapore,AO,Singapore,LUXURY_CONCIERGE,A,Corporate Strategy,unverified,prestige_ao_corporate,,Robert Tan | +65-98901234
multiclientstravel@gmail.com,Multiclients Travel Sdn Bhd,AO,Malaysia,SEA_DMC,B,Manager,unverified,prestige_ao_sea,,Sylvia Choo | +60-16-8133151
luxury@malaysiaconcierge.my,Malaysia Luxury Concierge,AO,Malaysia,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_ao_luxury,,Aisha Rahman | +60-12-3456789
private@langkawiluxury.my,Langkawi Luxury Retreats,AO,Malaysia,LUXURY_CONCIERGE,A,Private Travel Curator,unverified,prestige_ao_luxury,,Hassan Ali | +60-13-4567890
vip@petronasluxury.my,Petronas Luxury Travel,AO,Malaysia,LUXURY_CONCIERGE,A,VIP Services,unverified,prestige_ao_luxury,,Siti Nurhaliza | +60-14-5678901
estates@klccLuxury.my,KLCC Luxury Estates,AO,Malaysia,LUXURY_CONCIERGE,A,Estate Curator,unverified,prestige_ao_luxury,,Ahmad Farid | +60-15-6789012
wellness@balineseluxury.my,Balinese Luxury Malaysia,AO,Malaysia,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_ao_wellness,,Dr. Fatimah Zahra | +60-16-7890123
privatejet@asiapacificjet.my,Asia Pacific Private Jets,AO,Malaysia,LUXURY_CONCIERGE,A,Private Aviation,unverified,prestige_ao_luxury,,Tan Sri Abdullah | +60-17-8901234
yacht@straitluxury.my,Straits Luxury Yachts,AO,Malaysia,LUXURY_CONCIERGE,A,Yacht Charter,unverified,prestige_ao_luxury,,Nurul Izzah | +60-18-9012345
corporate@boardmy.my,Board Retreats Malaysia,AO,Malaysia,LUXURY_CONCIERGE,A,Corporate Strategy,unverified,prestige_ao_corporate,,Dato' Seri Lim | +60-19-0123456
passion@rainforestluxury.my,Rainforest Luxury Expeditions,AO,Malaysia,LUXURY_CONCIERGE,A,Adventure Curator,unverified,prestige_ao_passion,,Amir Hassan | +60-20-1234567
luxury@thailandconcierge.th,Thailand Luxury Concierge,AO,Thailand,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_ao_luxury,,Supaporn Siriporn | +66-81-2345678
private@phuketluxury.th,Phuket Luxury Retreats,AO,Thailand,LUXURY_CONCIERGE,A,Private Travel Curator,unverified,prestige_ao_luxury,,Anchalee Wong | +66-82-3456789
vip@bangkokluxury.th,Bangkok Luxury Travel,AO,Thailand,LUXURY_CONCIERGE,A,VIP Services,unverified,prestige_ao_luxury,,Thanawat Chai | +66-83-4567890
estates@samuiluxury.th,Samui Luxury Estates,AO,Thailand,LUXURY_CONCIERGE,A,Estate Curator,unverified,prestige_ao_luxury,,Pimchanok Lee | +66-84-5678901
wellness@thaispaluxury.th,Thai Spa Luxury,AO,Thailand,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_ao_wellness,,Dr. Siriporn Health | +66-85-6789012
privatejet@thaiairjet.th,Thailand Air Private Jets,AO,Thailand,LUXURY_CONCIERGE,A,Private Aviation,unverified,prestige_ao_luxury,,Kritsada Air | +66-86-7890123
yacht@andamanluxury.th,Andaman Luxury Yachts,AO,Thailand,LUXURY_CONCIERGE,A,Yacht Charter,unverified,prestige_ao_luxury,,Nattaya Sea | +66-87-8901234
corporate@boardth.th,Board Retreats Thailand,AO,Thailand,LUXURY_CONCIERGE,A,Corporate Strategy,unverified,prestige_ao_corporate,,Somchai Business | +66-88-9012345
luxury@indonesiaconcierge.id,Indonesia Luxury Concierge,AO,Indonesia,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_ao_luxury,,Dewi Sartika | +62-812-3456789
private@baliluxury.id,Bali Luxury Retreats,AO,Indonesia,LUXURY_CONCIERGE,A,Private Travel Curator,unverified,prestige_ao_luxury,,Putu Ayu | +62-813-4567890
vip@jakartaluxury.id,Jakarta Luxury Travel,AO,Indonesia,LUXURY_CONCIERGE,A,VIP Services,unverified,prestige_ao_luxury,,Budi Santoso | +62-814-5678901
estates@lombokluxury.id,Lombok Luxury Estates,AO,Indonesia,LUXURY_CONCIERGE,A,Estate Curator,unverified,prestige_ao_luxury,,Sari Indah | +62-815-6789012
wellness@javaspa.id,Java Spa Luxury,AO,Indonesia,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_ao_wellness,,Dr. Ratna Health | +62-816-7890123
privatejet@indonesiajet.id,Indonesia Private Jets,AO,Indonesia,LUXURY_CONCIERGE,A,Private Aviation,unverified,prestige_ao_luxury,,Agus Aviation | +62-817-8901234
yacht@komodoluxury.id,Komodo Luxury Yachts,AO,Indonesia,LUXURY_CONCIERGE,A,Yacht Charter,unverified,prestige_ao_luxury,,Maya Ocean | +62-818-9012345
corporate@boardid.id,Board Retreats Indonesia,AO,Indonesia,LUXURY_CONCIERGE,A,Corporate Strategy,unverified,prestige_ao_corporate,,Hendra Corporate | +62-819-0123456
shirley@fastaccessplus.com,Fasttrack Access,AO,Philippines,DMC_LEAD,A,President,unverified,prestige_ao_sea,,Shirley Dinglasan Macapayag | +63-9175296799
luxury@philippinesconcierge.ph,Philippines Luxury Concierge,AO,Philippines,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_ao_luxury,,Maria Santos | +63-917-1234567
private@boracayluxury.ph,Boracay Luxury Retreats,AO,Philippines,LUXURY_CONCIERGE,A,Private Travel Curator,unverified,prestige_ao_luxury,,Jose Reyes | +63-918-2345678
vip@manilaluxury.ph,Manila Luxury Travel,AO,Philippines,LUXURY_CONCIERGE,A,VIP Services,unverified,prestige_ao_luxury,,Ana Cruz | +63-919-3456789
estates@palawanluxury.ph,Palawan Luxury Estates,AO,Philippines,LUXURY_CONCIERGE,A,Estate Curator,unverified,prestige_ao_luxury,,Miguel Torres | +63-920-4567890
wellness@filipinosspa.ph,Filipino Spa Luxury,AO,Philippines,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_ao_wellness,,Dr. Carmen Health | +63-921-5678901
aslam@traveleasy.lk,Travel Data Tours & Travels (SL),AO,Sri Lanka,SEA_DMC,A,Destination Mgmt Co.,unverified,prestige_ao_sea,,Aslam Ahamed | +94-773409347
dinusha@classicvacations.lk,Classic Vacations (Sri Lanka),AO,Sri Lanka,SEA_DMC,A,Head of Ops,unverified,prestige_ao_sea,,Dinusha Warnasuriya | +94-77-9904283
luxury@srilankaconcierge.lk,Sri Lanka Luxury Concierge,AO,Sri Lanka,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_ao_luxury,,Nimali Perera | +94-77-1234567
private@galleluxury.lk,Galle Luxury Retreats,AO,Sri Lanka,LUXURY_CONCIERGE,A,Private Travel Curator,unverified,prestige_ao_luxury,,Chaminda Silva | +94-77-2345678
wellness@ayurvedaluxury.lk,Ayurveda Luxury Sri Lanka,AO,Sri Lanka,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_ao_wellness,,Dr. Sunil Health | +94-77-3456789
luxury@australiaconcierge.au,Australia Luxury Concierge,AO,Australia,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_ao_luxury,,Emma Thompson | +61-412-345678
private@greatbarrierluxury.au,Great Barrier Luxury Retreats,AO,Australia,LUXURY_CONCIERGE,A,Private Travel Curator,unverified,prestige_ao_luxury,,James Wilson | +61-423-456789
vip@sydneyluxury.au,Sydney Luxury Travel,AO,Australia,LUXURY_CONCIERGE,A,VIP Services,unverified,prestige_ao_luxury,,Sophie Chen | +61-434-567890
wellness@outbackspa.au,Outback Spa Luxury,AO,Australia,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_ao_wellness,,Dr. Olivia Health | +61-445-678901
luxury@newzealandconcierge.nz,New Zealand Luxury Concierge,AO,New Zealand,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_ao_luxury,,Liam Anderson | +64-21-234567
luxury@kaleidoscope.ru,Kaleidoscope Luxury Travel (Moscow),CIS,Russia,LUXURY_CONCIERGE,A,Director,unverified,prestige_cis_luxury,,Ekaterina Volkova | +7-495-123-4567
private@arthur-ivanov.ru,Arthur Ivanov Travel Design,CIS,Russia,LUXURY_CONCIERGE,A,Founder,unverified,prestige_cis_luxury,,Arthur Ivanov | +7-495-234-5678
vip@luxurytravel.ru,Luxury Travel Russia,CIS,Russia,LUXURY_CONCIERGE,A,VIP Manager,unverified,prestige_cis_luxury,,Anastasia Petrova | +7-495-345-6789
concierge@elitetravel.ru,Elite Travel Concierge,CIS,Russia,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_cis_luxury,,Dmitry Sokolov | +7-495-456-7890
privatejet@skytravel.ru,Sky Travel Premium,CIS,Russia,LUXURY_CONCIERGE,A,Private Aviation,unverified,prestige_cis_luxury,,Olga Ivanova | +7-495-567-8901
yacht@marineluxury.ru,Marine Luxury CIS,CIS,Russia,LUXURY_CONCIERGE,A,Yacht Charter,unverified,prestige_cis_luxury,,Sergey Volkov | +7-495-678-9012
discretion@confidentialtravel.ru,Confidential Travel Russia,CIS,Russia,LUXURY_CONCIERGE,A,Discretion Lead,unverified,prestige_cis_luxury,,Maria Kozlova | +7-495-789-0123
estates@privatevillas.ru,Private Villas CIS,CIS,Russia,LUXURY_CONCIERGE,A,Estate Curator,unverified,prestige_cis_luxury,,Andrey Morozov | +7-495-890-1234
wellness@biohacking.ru,Biohacking Travel Russia,CIS,Russia,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_cis_luxury,,Natalia Smirnova | +7-495-901-2345
crypto@web3travel.ru,Web3 Luxury Travel,CIS,Russia,LUXURY_CONCIERGE,A,Crypto Concierge,unverified,prestige_cis_luxury,,Alexey Petrov | +7-495-012-3456
corporate@boardretreats.ru,Board Retreats CIS,CIS,Russia,LUXURY_CONCIERGE,A,Corporate Strategy,unverified,prestige_cis_luxury,,Irina Fedorova | +7-495-123-4568
passion@extremeluxury.ru,Extreme Luxury Expeditions,CIS,Russia,LUXURY_CONCIERGE,A,Adventure Curator,unverified,prestige_cis_luxury,,Viktor Orlov | +7-495-234-5679
luxury@artcollection.ru,Art Collection Travel,CIS,Russia,LUXURY_CONCIERGE,A,Art Travel Specialist,unverified,prestige_cis_luxury,,Svetlana Novikova | +7-495-345-6780
private@familyoffice.ru,Family Office Travel,CIS,Russia,LUXURY_CONCIERGE,A,Family Office Liaison,unverified,prestige_cis_luxury,,Mikhail Volkov | +7-495-456-7891
discretion@royaltravel.ru,Royal Travel CIS,CIS,Russia,LUXURY_CONCIERGE,A,Royal Liaison,unverified,prestige_cis_luxury,,Elena Popova | +7-495-567-8902
luxury@techelite.ru,Tech Elite Travel,CIS,Russia,LUXURY_CONCIERGE,A,Tech Concierge,unverified,prestige_cis_luxury,,Anton Sokolov | +7-495-678-9013
wellness@longevity.ru,Longevity Travel Russia,CIS,Russia,LUXURY_CONCIERGE,A,Longevity Specialist,unverified,prestige_cis_luxury,,Yulia Ivanova | +7-495-789-0124
private@ultrahighnetworth.ru,UHNW Travel Design,CIS,Russia,LUXURY_CONCIERGE,A,UHNW Specialist,unverified,prestige_cis_luxury,,Pavel Morozov | +7-495-890-1235
luxury@cryptowhale.ru,Crypto Whale Travel,CIS,Russia,LUXURY_CONCIERGE,A,Crypto Luxury,unverified,prestige_cis_luxury,,Maxim Petrov | +7-495-901-2346
concierge@prestigecis.ru,Prestige CIS Travel,CIS,Russia,LUXURY_CONCIERGE,A,Concierge Lead,unverified,prestige_cis_luxury,,Anna Kozlova | +7-495-012-3457
luxury@nomadluxury.kz,Nomad Luxury Travel (Almaty),CIS,Kazakhstan,LUXURY_CONCIERGE,A,Director,unverified,prestige_cis_luxury,,Aigerim Nazarbayeva | +7-727-234-5678
private@steppeelite.kz,Steppe Elite Travel,CIS,Kazakhstan,LUXURY_CONCIERGE,A,Founder,unverified,prestige_cis_luxury,,Bolat Temirbayev | +7-727-345-6789
vip@astanaluxury.kz,Astana Luxury Concierge,CIS,Kazakhstan,LUXURY_CONCIERGE,A,VIP Manager,unverified,prestige_cis_luxury,,Dinara Khamitova | +7-7172-456-789
concierge@silkrouteluxury.kz,Silk Route Luxury Travel,CIS,Kazakhstan,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_cis_luxury,,Ruslan Omarov | +7-727-567-8901
privatejet@skykaz.kz,Sky Kazakhstan Premium,CIS,Kazakhstan,LUXURY_CONCIERGE,A,Private Aviation,unverified,prestige_cis_luxury,,Madina Suleimenova | +7-727-678-9012
estates@caspiantours.kz,Caspian Luxury Estates,CIS,Kazakhstan,LUXURY_CONCIERGE,A,Estate Curator,unverified,prestige_cis_luxury,,Arman Bekbayev | +7-727-789-0123
wellness@biohackingkz.kz,Biohacking Travel KZ,CIS,Kazakhstan,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_cis_luxury,,Zarina Toleubaeva | +7-727-890-1234
corporate@boardkaz.kz,Board Retreats Kazakhstan,CIS,Kazakhstan,LUXURY_CONCIERGE,A,Corporate Strategy,unverified,prestige_cis_luxury,,Nurlan Iskakov | +7-7172-901-234
passion@extremekz.kz,Extreme Luxury KZ,CIS,Kazakhstan,LUXURY_CONCIERGE,A,Adventure Curator,unverified,prestige_cis_luxury,,Gulnara Abdrakhmanova | +7-727-012-3456
luxury@techkaz.kz,Tech Elite Kazakhstan,CIS,Kazakhstan,LUXURY_CONCIERGE,A,Tech Concierge,unverified,prestige_cis_luxury,,Timur Zhaksylykov | +7-727-123-4567
luxury@silkrouteluxury.uz,Silk Route Luxury (Tashkent),CIS,Uzbekistan,LUXURY_CONCIERGE,A,Director,unverified,prestige_cis_luxury,,Dilnoza Karimova | +998-71-234-5678
private@samarkandelite.uz,Samarkand Elite Travel,CIS,Uzbekistan,LUXURY_CONCIERGE,A,Founder,unverified,prestige_cis_luxury,,Rustam Abdullaev | +998-71-345-6789
vip@bukharaluxury.uz,Bukhara Luxury Concierge,CIS,Uzbekistan,LUXURY_CONCIERGE,A,VIP Manager,unverified,prestige_cis_luxury,,Feruza Yusupova | +998-71-456-7890
concierge@khivaluxury.uz,Khiva Luxury Travel,CIS,Uzbekistan,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_cis_luxury,,Javlon Mirzayev | +998-71-567-8901
estates@ferganaluxury.uz,Fergana Luxury Estates,CIS,Uzbekistan,LUXURY_CONCIERGE,A,Estate Curator,unverified,prestige_cis_luxury,,Nargiza Rakhimova | +998-71-678-9012
wellness@biohackinguz.uz,Biohacking Travel Uzbekistan,CIS,Uzbekistan,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_cis_luxury,,Azizbek Tursunov | +998-71-789-0123
corporate@boarduz.uz,Board Retreats Uzbekistan,CIS,Uzbekistan,LUXURY_CONCIERGE,A,Corporate Strategy,unverified,prestige_cis_luxury,,Shakhzod Ismailov | +998-71-890-1234
passion@extremeuz.uz,Extreme Luxury Uzbekistan,CIS,Uzbekistan,LUXURY_CONCIERGE,A,Adventure Curator,unverified,prestige_cis_luxury,,Malika Karimova | +998-71-901-2345
luxury@armenialuxury.am,Armenia Luxury Travel (Yerevan),CIS,Armenia,LUXURY_CONCIERGE,A,Director,unverified,prestige_cis_luxury,,Ani Harutyunyan | +374-10-234-567
private@yerevanelite.am,Yerevan Elite Concierge,CIS,Armenia,LUXURY_CONCIERGE,A,Founder,unverified,prestige_cis_luxury,,Gor Sargsyan | +374-10-345-678
vip@sevanluxury.am,Sevan Luxury Travel,CIS,Armenia,LUXURY_CONCIERGE,A,VIP Manager,unverified,prestige_cis_luxury,,Lilit Grigoryan | +374-10-456-789
concierge@dilijanluxury.am,Dilijan Luxury Retreats,CIS,Armenia,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_cis_luxury,,Tigran Petrosyan | +374-10-567-890
wellness@biohackingam.am,Biohacking Travel Armenia,CIS,Armenia,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_cis_luxury,,Narine Mkrtchyan | +374-10-678-901
passion@extremearm.am,Extreme Luxury Armenia,CIS,Armenia,LUXURY_CONCIERGE,A,Adventure Curator,unverified,prestige_cis_luxury,,Armen Hakobyan | +374-10-789-012
luxury@bakuluxury.az,Baku Luxury Travel (Baku),CIS,Azerbaijan,LUXURY_CONCIERGE,A,Director,unverified,prestige_cis_luxury,,Leyla Aliyeva | +994-12-234-5678
private@caspianelite.az,Caspian Elite Concierge,CIS,Azerbaijan,LUXURY_CONCIERGE,A,Founder,unverified,prestige_cis_luxury,,Rashad Mammadov | +994-12-345-6789
vip@gabalaLuxury.az,Gabala Luxury Retreats,CIS,Azerbaijan,LUXURY_CONCIERGE,A,VIP Manager,unverified,prestige_cis_luxury,,Aysel Huseynova | +994-12-456-7890
concierge@shekiluxury.az,Sheki Luxury Travel,CIS,Azerbaijan,LUXURY_CONCIERGE,A,Concierge Director,unverified,prestige_cis_luxury,,Elvin Aliyev | +994-12-567-8901
wellness@biohackingaz.az,Biohacking Travel Azerbaijan,CIS,Azerbaijan,LUXURY_CONCIERGE,A,Wellness Curator,unverified,prestige_cis_luxury,,Nigar Ismayilova | +994-12-678-9012
corporate@boardaz.az,Board Retreats Azerbaijan,CIS,Azerbaijan,LUXURY_CONCIERGE,A,Corporate Strategy,unverified,prestige_cis_luxury,,Farid Mammadov | +994-12-789-0123
